method,url,controller_class,handler_method,request_dto,response_dto,auth_required,backend_file,handler_line
POST,/v1/leases/{number}/activate,LeasingController,activate,,LeaseContract,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,28
POST,/v1/leases/{number}/depreciate,LeasingController,depreciate,,LeaseContract,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,32
POST,/v1/leases/{number}/purchase-option,LeasingController,buyout,,LeaseContract,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,36
POST,/v1/leases/{number}/early-terminate,LeasingController,terminate,,LeaseContract,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,40
GET,/v1/leases/customer/{customerId},LeasingController,byCustomer,,List<LeaseContract,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,44
GET,/v1/leases/asset-category/{category},LeasingController,byAsset,,List<LeaseContract,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/LeasingController.java,48
PUT,/v1/corporate-leases/{id},CorporateLeaseController,update,CorporateLeasePortfolio,CorporateLeasePortfolio,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/CorporateLeaseController.java,26
GET,/v1/corporate-leases/customer/{customerId},CorporateLeaseController,summary,,CorporateLeasePortfolio,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/CorporateLeaseController.java,32
GET,/v1/corporate-leases/customer/{customerId}/maturity,CorporateLeaseController,maturity,,List<CorporateLeasePortfolio,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/leasing/controller/CorporateLeaseController.java,37
GET,/v1/tenants/{tenantCode},TenantController,get,,Tenant,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tenant/controller/TenantController.java,28
POST,/v1/tenants/{tenantCode}/deactivate,TenantController,deactivate,,Tenant,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tenant/controller/TenantController.java,40
POST,/v1/pos-terminals/{terminalId}/heartbeat,PosTerminalController,heartbeat,,PosTerminal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/posterminal/controller/PosTerminalController.java,15
POST,/v1/pos-terminals/{terminalId}/heartbeat,PosTerminalController,heartbeat,,PosTerminal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/posterminal/controller/PosTerminalController.java,15
POST,/v1/pos-terminals/{terminalId}/status,PosTerminalController,heartbeat,,PosTerminal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/posterminal/controller/PosTerminalController.java,15
GET,/v1/pos-terminals/merchant/{merchantId},PosTerminalController,byMerchant,,List<PosTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/posterminal/controller/PosTerminalController.java,17
GET,/v1/pos-terminals/merchant/{merchantId},PosTerminalController,byMerchant,,List<PosTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/posterminal/controller/PosTerminalController.java,17
GET,/v1/message-analysis/message/{ref},MessageAnalysisController,analyze,MessageAnalysis,MessageAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/msganalysis/controller/MessageAnalysisController.java,13
GET,/v1/message-analysis/action-required,MessageAnalysisController,actionRequired,,List<MessageAnalysis,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/msganalysis/controller/MessageAnalysisController.java,15
GET,/v1/message-analysis/action-required,MessageAnalysisController,actionRequired,,List<MessageAnalysis,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/msganalysis/controller/MessageAnalysisController.java,15
POST,/v1/securities-positions/movements,SecuritiesPositionController,recordMovement,SecuritiesMovement,SecuritiesMovement,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/secposition/controller/SecuritiesPositionController.java,24
GET,/v1/securities-positions/portfolio/{code},SecuritiesPositionController,getByPortfolio,,List<SecuritiesPosition,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/SecuritiesPositionController.java,28
GET,/v1/securities-positions/{positionId}/movements,SecuritiesPositionController,getMovements,,List<SecuritiesMovement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/SecuritiesPositionController.java,32
POST,/v1/valuations/models,ValuationController,defineModel,ValuationModel,ValuationModel,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,25
GET,/v1/valuations/models,ValuationController,getAllModels,,List<ValuationModel,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,31
GET,/v1/valuations/models/{code},ValuationController,getModel,,ValuationModel,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,37
POST,/v1/valuations/runs,ValuationController,runValuation,,ValuationRun,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,43
POST,/v1/valuations/runs/{ref}/instruments,ValuationController,recordInstrument,InstrumentValuation,InstrumentValuation,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,52
POST,/v1/valuations/runs/{ref}/complete,ValuationController,completeRun,,ValuationRun,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,61
GET,/v1/valuations/runs/{ref}/summary,ValuationController,getSummary,,ValuationRun,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,67
GET,/v1/valuations/runs/{ref}/exceptions,ValuationController,getExceptions,,List<InstrumentValuation,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/secposition/controller/ValuationController.java,73
POST,/v1/guideline-assessments/{code}/complete,GuidelineComplianceController,complete,,GuidelineAssessment,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/guidelinecompliance/controller/GuidelineComplianceController.java,31
GET,/v1/guideline-assessments/source/{source},GuidelineComplianceController,getBySource,,List<GuidelineAssessment,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GuidelineComplianceController.java,37
GET,/v1/guideline-assessments/rating/{rating},GuidelineComplianceController,getByRating,,List<GuidelineAssessment,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GuidelineComplianceController.java,43
POST,/v1/gap-analysis/{code}/plan,GapAnalysisController,plan,,ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,29
POST,/v1/gap-analysis/{code}/progress,GapAnalysisController,progress,,ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,38
POST,/v1/gap-analysis/{code}/close,GapAnalysisController,close,,ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,44
POST,/v1/gap-analysis/{code}/verify,GapAnalysisController,verify,,ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,50
POST,/v1/gap-analysis/{code}/accept-risk,GapAnalysisController,acceptRisk,,ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,57
GET,/v1/gap-analysis/dashboard,GapAnalysisController,dashboard,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,63
GET,/v1/gap-analysis/overdue,GapAnalysisController,overdue,,List<ComplianceGapAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/guidelinecompliance/controller/GapAnalysisController.java,68
POST,/v1/syndicates/{code}/activate,SyndicateController,activate,,SyndicateArrangement,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/syndicate/controller/SyndicateController.java,48
GET,/v1/syndicates/type/{type},SyndicateController,byType,,List<SyndicateArrangement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/syndicate/controller/SyndicateController.java,54
GET,/v1/syndicates/active,SyndicateController,active,,List<SyndicateArrangement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/syndicate/controller/SyndicateController.java,60
POST,/v1/ftp/curves,FtpController,addRatePoint,,FtpRateCurve,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/ftp/controller/FtpController.java,27
POST,/v1/ftp/allocate,FtpController,allocate,,FtpAllocation,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/ftp/controller/FtpController.java,36
GET,/v1/ftp/profitability/{entityType},FtpController,getProfitability,,List<FtpAllocation,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/ftp/controller/FtpController.java,47
GET,/v1/ftp/history/{entityType}/{entityId},FtpController,getHistory,,List<FtpAllocation,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/ftp/controller/FtpController.java,55
POST,/v1/pos-loans/{number}/disburse,PosLendingController,disburse,,PosLoan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/poslending/controller/PosLendingController.java,23
POST,/v1/pos-loans/{number}/return,PosLendingController,processReturn,,PosLoan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/poslending/controller/PosLendingController.java,27
GET,/v1/pos-loans/customer/{customerId},PosLendingController,byCustomer,,List<PosLoan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/poslending/controller/PosLendingController.java,31
GET,/v1/pos-loans/merchant/{merchantId},PosLendingController,byMerchant,,List<PosLoan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/poslending/controller/PosLendingController.java,35
GET,/v1/suitability/profiles,SuitabilityController,listProfiles,ClientRiskProfile,java.util.List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,13
GET,/v1/suitability/profiles,SuitabilityController,listProfiles,ClientRiskProfile,java.util.List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,13
POST,/v1/suitability/profiles,SuitabilityController,listProfiles,ClientRiskProfile,java.util.List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,13
PUT,/v1/suitability/profiles/{code},SuitabilityController,updateProfile,ClientRiskProfile,ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,15
PUT,/v1/suitability/profiles/{code},SuitabilityController,updateProfile,ClientRiskProfile,ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,15
GET,/v1/suitability/profiles/customer/{customerId},SuitabilityController,updateProfile,ClientRiskProfile,ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,15
GET,/v1/suitability/profiles/expired,SuitabilityController,getExpired,,List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,17
GET,/v1/suitability/profiles/expired,SuitabilityController,getExpired,,List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,17
GET,/v1/suitability/checks,SuitabilityController,getExpired,,List<ClientRiskProfile,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,17
POST,/v1/suitability/checks,SuitabilityController,performCheck,SuitabilityCheck,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,19
POST,/v1/suitability/checks,SuitabilityController,performCheck,SuitabilityCheck,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,19
POST,/v1/suitability/checks/{ref}/override,SuitabilityController,performCheck,SuitabilityCheck,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,19
POST,/v1/suitability/checks/{ref}/acknowledge,SuitabilityController,acknowledge,,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,21
POST,/v1/suitability/checks/{ref}/acknowledge,SuitabilityController,acknowledge,,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,21
GET,/v1/suitability/checks/customer/{customerId},SuitabilityController,acknowledge,,SuitabilityCheck,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/suitability/controller/SuitabilityController.java,21
POST,/v1/quotes/requests,QuoteManagementController,submitRequest,QuoteRequest,QuoteRequest,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,26
POST,/v1/quotes/generate,QuoteManagementController,generateQuote,PriceQuote,PriceQuote,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,32
POST,/v1/quotes/{id}/accept,QuoteManagementController,acceptQuote,,PriceQuote,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,38
POST,/v1/quotes/expire-stale,QuoteManagementController,expireStaleQuotes,,Integer,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,44
GET,/v1/quotes/active/{deskId},QuoteManagementController,getActiveQuotes,,List<PriceQuote,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,50
GET,/v1/quotes/requests,QuoteManagementController,getQuoteRequests,,List<QuoteRequest,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/quotemanagement/controller/QuoteManagementController.java,56
POST,/v1/atm/terminals,AtmManagementController,register,AtmTerminal,AtmTerminal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,27
GET,/v1/atm/terminals/{terminalId},AtmManagementController,getTerminal,,AtmTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,33
GET,/v1/atm/terminals/status/{status},AtmManagementController,getByStatus,,List<AtmTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,39
GET,/v1/atm/terminals/branch/{branchCode},AtmManagementController,getBranchTerminals,,List<AtmTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,45
PATCH,/v1/atm/terminals/{terminalId}/status,AtmManagementController,updateStatus,,AtmTerminal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,66
GET,/v1/atm/terminals/{terminalId}/journal,AtmManagementController,getJournal,,List<AtmJournalEntry,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/atmmgmt/controller/AtmManagementController.java,72
POST,/v1/remittances/corridors,RemittanceController,createCorridor,RemittanceCorridor,RemittanceCorridor,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,27
GET,/v1/remittances/corridors,RemittanceController,getAllCorridors,,List<RemittanceCorridor,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,33
POST,/v1/remittances/beneficiaries,RemittanceController,addBeneficiary,RemittanceBeneficiary,RemittanceBeneficiary,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,40
GET,/v1/remittances/beneficiaries/customer/{customerId},RemittanceController,getBeneficiaries,,List<RemittanceBeneficiary,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,46
PATCH,/v1/remittances/{ref}/status,RemittanceController,updateStatus,,RemittanceTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,77
GET,/v1/remittances/customer/{customerId},RemittanceController,getHistory,,List<RemittanceTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/payments/remittance/RemittanceController.java,85
POST,/v1/payments/orchestration/rails,PaymentOrchestrationController,createRail,PaymentRail,PaymentRail,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/payments/orchestration/PaymentOrchestrationController.java,34
GET,/v1/payments/orchestration/rails,PaymentOrchestrationController,getAllRails,,List<PaymentRail,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/payments/orchestration/PaymentOrchestrationController.java,40
POST,/v1/payments/orchestration/rules,PaymentOrchestrationController,createRule,PaymentRoutingRule,PaymentRoutingRule,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/payments/orchestration/PaymentOrchestrationController.java,46
POST,/v1/product-inventory/{code}/issue,ProductInventoryController,issue,,ProductInventoryItem,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productinventory/controller/ProductInventoryController.java,23
POST,/v1/product-inventory/{code}/replenish,ProductInventoryController,replenish,,ProductInventoryItem,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/productinventory/controller/ProductInventoryController.java,27
GET,/v1/product-inventory/low-stock,ProductInventoryController,getLowStock,,List<ProductInventoryItem,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productinventory/controller/ProductInventoryController.java,31
GET,/v1/product-inventory/branch/{branchId},ProductInventoryController,getByBranch,,List<ProductInventoryItem,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productinventory/controller/ProductInventoryController.java,35
POST,/v1/branch-network/{code}/approve,BranchNetworkController,create,BranchNetworkPlan,BranchNetworkPlan,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/branchnetwork/controller/BranchNetworkController.java,12
POST,/v1/branch-network/{code}/complete,BranchNetworkController,complete,,BranchNetworkPlan,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/branchnetwork/controller/BranchNetworkController.java,14
POST,/v1/branch-network/{code}/complete,BranchNetworkController,complete,,BranchNetworkPlan,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/branchnetwork/controller/BranchNetworkController.java,14
GET,/v1/branch-network/region/{region},BranchNetworkController,complete,,BranchNetworkPlan,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/branchnetwork/controller/BranchNetworkController.java,14
GET,/v1/branch-performance/ranking,BranchPerformanceController,ranking,,List<BranchPerformance,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branchnetwork/controller/BranchPerformanceController.java,29
GET,/v1/branch-performance/underperformers,BranchPerformanceController,underperformers,,List<BranchPerformance,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branchnetwork/controller/BranchPerformanceController.java,36
GET,/v1/branch-performance/digital-migration,BranchPerformanceController,digitalMigration,,List<BranchPerformance,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branchnetwork/controller/BranchPerformanceController.java,44
GET,/v1/branch-performance/branch/{branchId},BranchPerformanceController,byBranch,,List<BranchPerformance,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branchnetwork/controller/BranchPerformanceController.java,51
GET,/v1/alm-full/{date}/{currency},AlmFullController,get,,List<AlmPosition,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/almfull/controller/AlmFullController.java,11
GET,/v1/alm-full/{date}/{currency},AlmFullController,get,,List<AlmPosition,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/almfull/controller/AlmFullController.java,11
GET,/v1/bank-portfolios/type/{type},BankPortfolioController,create,BankPortfolio,BankPortfolio,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/bankportfolio/controller/BankPortfolioController.java,9
POST,/v1/compliance-reports/{code}/review,ComplianceReportController,review,,ComplianceReport,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/compliancereport/controller/ComplianceReportController.java,39
POST,/v1/compliance-reports/{code}/submit,ComplianceReportController,submit,,ComplianceReport,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/compliancereport/controller/ComplianceReportController.java,45
GET,/v1/compliance-reports/regulator/{regulator},ComplianceReportController,getByRegulator,,List<ComplianceReport,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/compliancereport/controller/ComplianceReportController.java,51
GET,/v1/compliance-reports/overdue,ComplianceReportController,getOverdue,,List<ComplianceReport,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/compliancereport/controller/ComplianceReportController.java,57
POST,/v1/pfm/snapshot/{customerId},PfmController,generate,,PfmSnapshot,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/pfm/controller/PfmController.java,19
GET,/v1/pfm/customer/{customerId},PfmController,history,,List<PfmSnapshot,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/pfm/controller/PfmController.java,23
GET,/v1/pfm/customer/{customerId}/latest,PfmController,latest,,List<PfmSnapshot,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/pfm/controller/PfmController.java,27
POST,/v1/commissions/agreements,CommissionController,createAgreement,CommissionAgreement,CommissionAgreement,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,15
POST,/v1/commissions/agreements,CommissionController,createAgreement,CommissionAgreement,CommissionAgreement,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,15
POST,/v1/commissions/agreements/{code}/activate,CommissionController,createAgreement,CommissionAgreement,CommissionAgreement,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,15
POST,/v1/commissions/agreements/{code}/calculate-payout,CommissionController,calculatePayout,,CommissionPayout,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,17
POST,/v1/commissions/agreements/{code}/calculate-payout,CommissionController,calculatePayout,,CommissionPayout,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,17
POST,/v1/commissions/payouts/{code}/approve,CommissionController,calculatePayout,,CommissionPayout,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/commission/controller/CommissionController.java,17
GET,/v1/commissions/agreements/party/{id},CommissionController,getAgreementsByParty,,List<CommissionAgreement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/commission/controller/CommissionController.java,19
GET,/v1/commissions/agreements/party/{id},CommissionController,getAgreementsByParty,,List<CommissionAgreement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/commission/controller/CommissionController.java,19
GET,/v1/commissions/payouts/party/{id},CommissionController,getAgreementsByParty,,List<CommissionAgreement,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/commission/controller/CommissionController.java,19
POST,/v1/branch-operations/facilities,BranchOperationsController,registerFacility,BranchFacility,BranchFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,29
GET,/v1/branch-operations/facilities/branch/{branchId},BranchOperationsController,getFacilitiesByBranch,,List<BranchFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,36
POST,/v1/branch-operations/facilities/{id}/inspect,BranchOperationsController,recordInspection,,BranchFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,44
GET,/v1/branch-operations/facilities/overdue-inspections,BranchOperationsController,getOverdueInspections,,List<BranchFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,52
POST,/v1/branch-operations/queue-tickets,BranchOperationsController,issueQueueTicket,BranchQueueTicket,BranchQueueTicket,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,60
POST,/v1/branch-operations/queue-tickets/call-next/{branchId},BranchOperationsController,callNextTicket,,BranchQueueTicket,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,67
POST,/v1/branch-operations/queue-tickets/{id}/complete,BranchOperationsController,completeService,,BranchQueueTicket,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,76
GET,/v1/branch-operations/queue-tickets/status/{branchId},BranchOperationsController,getQueueStatus,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,82
POST,/v1/branch-operations/service-plans,BranchOperationsController,createServicePlan,BranchServicePlan,BranchServicePlan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,90
PUT,/v1/branch-operations/service-plans/{id}/actuals,BranchOperationsController,updateActuals,,BranchServicePlan,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/branch/controller/BranchOperationsController.java,97
GET,/v1/branches/{id},BranchController,get,,Branch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','CBS_VIEWER'",/src/main/java/com/cbs/branch/controller/BranchController.java,28
GET,/v1/branches/code/{code},BranchController,getByCode,,Branch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','CBS_VIEWER'",/src/main/java/com/cbs/branch/controller/BranchController.java,34
