method,url,controller_class,handler_method,request_dto,response_dto,auth_required,backend_file,handler_line
POST,/guarantees/batch/expire,TradeFinanceController,processGuaranteeExpiry,,"Map<String, Integer","""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/trade/controller/TradeFinanceController.java,138
POST,/collections/{id}/settle,TradeFinanceController,settleCollection,,DocumentaryCollection,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/TradeFinanceController.java,167
POST,/documents/{id}/verify,TradeFinanceController,verifyDocument,,TradeDocument,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/TradeFinanceController.java,236
GET,/documents/lc/{lcId},TradeFinanceController,getLcDocuments,,List<TradeDocument,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','CBS_VIEWER'",/src/main/java/com/cbs/trade/controller/TradeFinanceController.java,243
GET,/v1/factoring/facility,FactoringController,listFacilities,,java.util.List<FactoringFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,23
POST,/v1/factoring/facility,FactoringController,createFacility,FactoringFacility,FactoringFacility,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,28
GET,/v1/factoring/invoice,FactoringController,listInvoices,,java.util.List<FactoringTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,33
POST,/v1/factoring/invoice,FactoringController,submitInvoice,FactoringTransaction,FactoringTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,38
POST,/v1/factoring/invoice/{id}/fund,FactoringController,fund,,FactoringTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,43
POST,/v1/factoring/invoice/{id}/collect,FactoringController,collect,,FactoringTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,48
POST,/v1/factoring/invoice/{id}/recourse,FactoringController,recourse,,FactoringTransaction,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,54
GET,/v1/factoring/facility/{code}/concentration,FactoringController,concentration,,"Map<String, BigDecimal","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/trade/controller/FactoringController.java,60
POST,/v1/notifications/send,NotificationController,sendEvent,"Map<String, String>",List<NotificationLog,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/notification/controller/NotificationController.java,31
GET,/v1/notifications/templates,NotificationController,listTemplates,,List<NotificationTemplate,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/notification/controller/NotificationController.java,40
POST,/v1/notifications/templates,NotificationController,createTemplate,NotificationTemplate,NotificationTemplate,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/notification/controller/NotificationController.java,46
GET,/v1/notifications/customer/{customerId},NotificationController,getCustomerNotifications,,List<NotificationLog,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/notification/controller/NotificationController.java,52
PUT,/v1/notifications/preferences,NotificationController,updatePreference,,NotificationPreference,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/notification/controller/NotificationController.java,60
GET,/v1/notifications/preferences/{customerId},NotificationController,getPreferences,,List<NotificationPreference,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/notification/controller/NotificationController.java,68
POST,/v1/notifications/retry,NotificationController,retry,,"Map<String, Integer","""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/notification/controller/NotificationController.java,74
GET,/v1/product-quality/trend/{productCode},ProductQualityController,getQualityTrend,,List<ProductQualityAssessment,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productanalytics/controller/ProductQualityController.java,31
GET,/v1/product-quality/dashboard,ProductQualityController,getQualityDashboard,,List<ProductQualityAssessment,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productanalytics/controller/ProductQualityController.java,37
GET,/v1/product-quality/compare,ProductQualityController,compareProducts,,List<ProductQualityAssessment,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productanalytics/controller/ProductQualityController.java,43
GET,/v1/product-analytics/product/{code},ProductAnalyticsController,getByProduct,,List<ProductPerformanceSnapshot,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productanalytics/controller/ProductAnalyticsController.java,33
GET,/v1/product-analytics/family/{family},ProductAnalyticsController,getByFamily,,List<ProductPerformanceSnapshot,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/productanalytics/controller/ProductAnalyticsController.java,40
POST,/v1/cheques/books,ChequeController,issueBook,,ChequeBook,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,34
GET,/v1/cheques/books/account/{accountId},ChequeController,getActiveBooks,,List<ChequeBook,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','CBS_VIEWER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,41
POST,/v1/cheques/present,ChequeController,present,,ChequeLeaf,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,47
POST,/v1/cheques/{leafId}/clear,ChequeController,clear,,ChequeLeaf,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,54
POST,/v1/cheques/stop,ChequeController,stop,,ChequeLeaf,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,60
GET,/v1/cheques/account/{accountId},ChequeController,getAccountCheques,,List<ChequeLeaf,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','CBS_VIEWER'",/src/main/java/com/cbs/cheque/controller/ChequeController.java,67
POST,/v1/integration/esb/routes,EsbController,createRoute,IntegrationRoute,IntegrationRoute,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,24
GET,/v1/integration/esb/routes,EsbController,getRoutes,,List<IntegrationRoute,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,30
POST,/v1/integration/esb/routes/{routeCode}/health-check,EsbController,healthCheck,,IntegrationRoute,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,36
POST,/v1/integration/esb/messages,EsbController,sendMessage,String,IntegrationMessage,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/EsbController.java,42
POST,/v1/integration/esb/dlq/retry,EsbController,retryDeadLetters,,"Map<String, Object","""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,52
POST,/v1/integration/esb/dlq/{id}/resolve,EsbController,resolve,,DeadLetterQueue,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,58
GET,/v1/integration/esb/dlq/count,EsbController,dlqCount,,"Map<String, Long","""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/EsbController.java,64
POST,/v1/marketplace/products,MarketplaceController,createProduct,MarketplaceApiProduct,MarketplaceApiProduct,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,24
POST,/v1/marketplace/products/{id}/publish,MarketplaceController,publish,,MarketplaceApiProduct,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,30
POST,/v1/marketplace/products/{id}/deprecate,MarketplaceController,deprecate,,MarketplaceApiProduct,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,36
GET,/v1/marketplace/products,MarketplaceController,getPublished,,List<MarketplaceApiProduct,,/src/main/java/com/cbs/integration/controller/MarketplaceController.java,41
GET,/v1/marketplace/products/category/{category},MarketplaceController,getByCategory,,List<MarketplaceApiProduct,,/src/main/java/com/cbs/integration/controller/MarketplaceController.java,46
POST,/v1/marketplace/subscriptions,MarketplaceController,subscribe,,MarketplaceSubscription,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,52
POST,/v1/marketplace/subscriptions/{subscriptionId}/approve,MarketplaceController,approve,,MarketplaceSubscription,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,62
POST,/v1/marketplace/usage,MarketplaceController,recordUsage,,MarketplaceUsageLog,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,69
GET,/v1/marketplace/products/{id}/analytics,MarketplaceController,getAnalytics,,"Map<String, Object","""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/MarketplaceController.java,79
POST,/v1/integration/iso20022/messages,Iso20022Controller,ingest,Iso20022Message,Iso20022Message,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,24
PATCH,/v1/integration/iso20022/messages/{messageId}/status,Iso20022Controller,updateStatus,,Iso20022Message,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,30
GET,/v1/integration/iso20022/messages/status/{status},Iso20022Controller,getByStatus,,List<Iso20022Message,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,37
GET,/v1/integration/iso20022/codes/{codeSetName},Iso20022Controller,getCodeSet,,List<Iso20022CodeSet,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,43
GET,/v1/integration/iso20022/codes/{codeSetName}/{code},Iso20022Controller,lookupCode,,"Map<String, String","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,49
GET,/v1/integration/iso20022/swift-migration-map,Iso20022Controller,getSwiftMapping,,"Map<String, String","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Iso20022Controller.java,56
POST,/v1/integration/psd2/tpp,Psd2Controller,registerTpp,Psd2TppRegistration,Psd2TppRegistration,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,24
POST,/v1/integration/psd2/tpp/{tppId}/activate,Psd2Controller,activate,,Psd2TppRegistration,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,30
POST,/v1/integration/psd2/tpp/{tppId}/suspend,Psd2Controller,suspend,,Psd2TppRegistration,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,36
GET,/v1/integration/psd2/tpp/active,Psd2Controller,getActiveTpps,,List<Psd2TppRegistration,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,42
POST,/v1/integration/psd2/sca/initiate,Psd2Controller,initiateSca,,Psd2ScaSession,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,48
POST,/v1/integration/psd2/sca/{sessionId}/finalise,Psd2Controller,finaliseSca,,Psd2ScaSession,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER','PORTAL_USER'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,59
GET,/v1/integration/psd2/sca/customer/{customerId},Psd2Controller,getCustomerSessions,,List<Psd2ScaSession,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/integration/controller/Psd2Controller.java,66
POST,/v1/fraud/score,FraudController,score,,FraudAlert,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/fraud/controller/FraudController.java,32
POST,/v1/fraud/rules,FraudController,createRule,FraudRule,FraudRule,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/fraud/controller/FraudController.java,45
GET,/v1/fraud/rules,FraudController,getRules,,List<FraudRule,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/fraud/controller/FraudController.java,51
GET,/v1/fraud/alerts,FraudController,getAlerts,,List<FraudAlert,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/fraud/controller/FraudController.java,57
POST,/v1/fraud/alerts/{id}/assign,FraudController,assign,,FraudAlert,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/fraud/controller/FraudController.java,69
POST,/v1/fraud/alerts/{id}/resolve,FraudController,resolve,,FraudAlert,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/fraud/controller/FraudController.java,75
POST,/v1/root-cause-analysis/{code}/corrective-action,RootCauseAnalysisController,addCorrectiveAction,"Map<String, Object>",CaseRootCauseAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,30
POST,/v1/root-cause-analysis/{code}/complete,RootCauseAnalysisController,complete,,CaseRootCauseAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,37
POST,/v1/root-cause-analysis/{code}/validate,RootCauseAnalysisController,validate,,CaseRootCauseAnalysis,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,43
POST,/v1/root-cause-analysis/patterns,RootCauseAnalysisController,generatePatterns,,List<CasePatternInsight,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,49
GET,/v1/root-cause-analysis/recurring,RootCauseAnalysisController,recurring,,"Map<String, Long","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,56
GET,/v1/root-cause-analysis/dashboard,RootCauseAnalysisController,dashboard,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/RootCauseAnalysisController.java,61
GET,/v1/cases/{caseNumber},CaseManagementController,getCase,,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,30
GET,/v1/cases/stats,CaseManagementController,stats,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,35
GET,/v1/cases/my,CaseManagementController,myCases,,List<CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,48
GET,/v1/cases/unassigned,CaseManagementController,unassigned,,List<CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,53
POST,/v1/cases/{caseNumber}/assign,CaseManagementController,assign,,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,61
POST,/v1/cases/{caseNumber}/resolve,CaseManagementController,resolve,,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,65
POST,/v1/cases/{caseNumber}/escalate,CaseManagementController,escalate,,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,69
POST,/v1/cases/{caseNumber}/notes,CaseManagementController,addNote,CaseNote,CaseNote,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,73
PUT,/v1/cases/{caseNumber},CaseManagementController,updateCase,CustomerCase,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,77
POST,/v1/cases/{caseNumber}/close,CaseManagementController,closeCase,,CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,87
POST,/v1/cases/{caseNumber}/attachments,CaseManagementController,addAttachment,"Map<String, Object>","Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,96
GET,/v1/cases/customer/{customerId},CaseManagementController,byCustomer,,List<CustomerCase,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,105
GET,/v1/cases/sla-breached,CaseManagementController,slaBreached,,Integer,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/casemgmt/controller/CaseManagementController.java,109
POST,/v1/trading-models/{id}/validate,TradingModelController,submitForValidation,,TradingModel,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tradingmodel/controller/TradingModelController.java,31
POST,/v1/trading-models/{id}/deploy,TradingModelController,deployToProduction,,TradingModel,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tradingmodel/controller/TradingModelController.java,37
POST,/v1/trading-models/{id}/retire,TradingModelController,retireModel,,TradingModel,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tradingmodel/controller/TradingModelController.java,43
POST,/v1/trading-models/{id}/calibrate,TradingModelController,calibrateModel,,TradingModel,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/tradingmodel/controller/TradingModelController.java,49
GET,/v1/trading-models/due-for-review,TradingModelController,getModelsForReview,,List<TradingModel,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/tradingmodel/controller/TradingModelController.java,61
GET,/v1/dealer-desks/{id},DealerDeskController,getDeskDashboard,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,41
GET,/v1/dealer-desks/{id}/dashboard,DealerDeskController,getDeskDashboardExplicit,,"Map<String, Object","""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,47
POST,/v1/dealer-desks/{id}/dealers,DealerDeskController,authorizeDealer,DeskDealer,DeskDealer,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,53
DELETE,/v1/dealer-desks/{id}/dealers/{dealerId},DealerDeskController,revokeDealer,,DeskDealer,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,59
POST,/v1/dealer-desks/{id}/pnl,DealerDeskController,recordPnl,DeskPnl,DeskPnl,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,65
PUT,/v1/dealer-desks/{id}/suspend,DealerDeskController,suspendDesk,,DealingDesk,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/dealerdesk/controller/DealerDeskController.java,71
POST,/v1/ach/batches,AchController,create,AchBatch,AchBatch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/achops/controller/AchController.java,21
POST,/v1/ach/batches,AchController,create,AchBatch,AchBatch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/achops/controller/AchController.java,21
POST,/v1/ach/batches/{id}/submit,AchController,create,AchBatch,AchBatch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/achops/controller/AchController.java,21
POST,/v1/ach/batches/{id}/settle,AchController,settle,,AchBatch,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/achops/controller/AchController.java,23
POST,/v1/ach/batches/{id}/settle,AchController,settle,,AchBatch,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/achops/controller/AchController.java,23
GET,/v1/ach/batches/{operator}/{status},AchController,settle,,AchBatch,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/achops/controller/AchController.java,23
GET,/v1/financial-positions/type/{type}/{date},FinancialPositionController,getByType,,List<FinancialPosition,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/positionmgmt/controller/FinancialPositionController.java,25
GET,/v1/financial-positions/breaches,FinancialPositionController,getBreaches,,List<FinancialPosition,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/positionmgmt/controller/FinancialPositionController.java,29
POST,/v1/market-data-switch/{id}/start,MarketDataSwitchController,startSwitch,,MarketDataSwitch,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,41
POST,/v1/market-data-switch/{id}/stop,MarketDataSwitchController,stopSwitch,,MarketDataSwitch,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,47
GET,/v1/market-data-switch/subscriptions,MarketDataSwitchController,listSubscriptions,,List<MarketDataSubscription,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,53
POST,/v1/market-data-switch/subscriptions,MarketDataSwitchController,addSubscription,MarketDataSubscription,MarketDataSubscription,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,59
GET,/v1/market-data-switch/dashboard,MarketDataSwitchController,getSwitchDashboard,,List<MarketDataSwitch,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,65
GET,/v1/market-data-switch/subscriptions/health,MarketDataSwitchController,getSubscriptionHealth,,List<MarketDataSubscription,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,71
GET,/v1/market-data-switch/feed-quality,MarketDataSwitchController,getFeedQualityReport,,List<FeedQualityMetric,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataSwitchController.java,77
GET,/v1/market-data/feeds,MarketDataController,listFeeds,MarketDataFeed,List<MarketDataFeed,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,16
GET,/v1/market-data/feeds,MarketDataController,listFeeds,MarketDataFeed,List<MarketDataFeed,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,16
POST,/v1/market-data/feeds,MarketDataController,listFeeds,MarketDataFeed,List<MarketDataFeed,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,16
GET,/v1/market-data/prices,MarketDataController,listPrices,MarketPrice,List<MarketPrice,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,18
GET,/v1/market-data/prices,MarketDataController,listPrices,MarketPrice,List<MarketPrice,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,18
POST,/v1/market-data/prices,MarketDataController,listPrices,MarketPrice,List<MarketPrice,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,18
POST,/v1/market-data/signals,MarketDataController,recordSignal,MarketSignal,MarketSignal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,20
POST,/v1/market-data/signals,MarketDataController,recordSignal,MarketSignal,MarketSignal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,20
GET,/v1/market-data/research,MarketDataController,recordSignal,MarketSignal,MarketSignal,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,20
POST,/v1/market-data/research,MarketDataController,publishResearch,ResearchPublication,ResearchPublication,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,22
POST,/v1/market-data/research,MarketDataController,publishResearch,ResearchPublication,ResearchPublication,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,22
GET,/v1/market-data/prices/{instrumentCode},MarketDataController,publishResearch,ResearchPublication,ResearchPublication,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,22
GET,/v1/market-data/signals/{instrumentCode},MarketDataController,getSignals,,List<MarketSignal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,24
GET,/v1/market-data/signals/{instrumentCode},MarketDataController,getSignals,,List<MarketSignal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,24
GET,/v1/market-data/research/published,MarketDataController,getSignals,,List<MarketSignal,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,24
GET,/v1/market-data/feeds/status,MarketDataController,getFeedStatus,,List<MarketDataFeed,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,26
GET,/v1/market-data/feeds/status,MarketDataController,getFeedStatus,,List<MarketDataFeed,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/marketdata/controller/MarketDataController.java,26
POST,/v1/brand-guidelines/{code}/activate,BrandController,create,BrandGuideline,BrandGuideline,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/brand/controller/BrandController.java,14
GET,/v1/brand-guidelines/type/{type},BrandController,getByType,,List<BrandGuideline,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/brand/controller/BrandController.java,16
GET,/v1/brand-guidelines/type/{type},BrandController,getByType,,List<BrandGuideline,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/brand/controller/BrandController.java,16
GET,/v1/brand-guidelines/active,BrandController,getByType,,List<BrandGuideline,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/brand/controller/BrandController.java,16
GET,/v1/model-ops/model/{code},ModelOpsController,record,ModelLifecycleEvent,ModelLifecycleEvent,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/modelops/controller/ModelOpsController.java,12
GET,/v1/model-ops/alerts,ModelOpsController,getAlerts,,List<ModelLifecycleEvent,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/modelops/controller/ModelOpsController.java,14
GET,/v1/model-ops/alerts,ModelOpsController,getAlerts,,List<ModelLifecycleEvent,"""hasAnyRole('CBS_ADMIN','CBS_OFFICER'",/src/main/java/com/cbs/modelops/controller/ModelOpsController.java,14
POST,/v1/investment-accounting/portfolios,InvestmentAccountingController,createPortfolio,InvestmentPortfolio,InvestmentPortfolio,"""hasRole('CBS_ADMIN'",/src/main/java/com/cbs/investacct/controller/InvestmentAccountingController.java,29
