wave,module,method,url,suggested_controller,callers
1,accounts,DELETE,/v1/accounts/{}/signatories/{},AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:93
1,accounts,GET,/v1/accounts,AccountsController,/cbs-frontend/src/features/payments/api/paymentApi.ts:148; /cbs-frontend/src/features/goals/pages/NewGoalPage.tsx:55
1,accounts,GET,/v1/accounts/customer/{},AccountsController,/cbs-frontend/src/features/customers/api/customerApi.ts:556; /cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:305
1,accounts,GET,/v1/accounts/products,AccountsController,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:269
1,accounts,GET,/v1/accounts/selector,AccountsController,/cbs-frontend/src/features/statements/components/StatementRequestForm.tsx:84
1,accounts,GET,/v1/accounts/summary,AccountsController,/cbs-frontend/src/features/dashboard/api/dashboardApi.ts:87
1,accounts,GET,/v1/accounts/{},AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:234; /cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:76
1,accounts,GET,/v1/accounts/{}/holds,AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:254
1,accounts,GET,/v1/accounts/{}/interest-history,AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:250
1,accounts,GET,/v1/accounts/{}/linked-products,AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:262
1,accounts,GET,/v1/accounts/{}/maintenance-history,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:80
1,accounts,GET,/v1/accounts/{}/transactions,AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:239
1,accounts,PATCH,/v1/accounts/{}/limits,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:105
1,accounts,PATCH,/v1/accounts/{}/officer,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:109
1,accounts,PATCH,/v1/accounts/{}/signing-rule,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:97
1,accounts,PATCH,/v1/accounts/{}/status,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:85
1,accounts,POST,/v1/accounts,AccountsController,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:280
1,accounts,POST,/v1/accounts/compliance-check,AccountsController,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:298
1,accounts,POST,/v1/accounts/{}/holds/{}/release,AccountsController,/cbs-frontend/src/features/accounts/api/accountDetailApi.ts:258
1,accounts,POST,/v1/accounts/{}/interest-rate-override,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:101
1,accounts,POST,/v1/accounts/{}/signatories,AccountsController,/cbs-frontend/src/features/accounts/api/accountMaintenanceApi.ts:89
1,customers,GET,/v1/customers,CustomersController,/cbs-frontend/src/features/dashboard/hooks/useDashboardData.ts:14
1,customers,GET,/v1/customers/lookup,CustomersController,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts:39
1,customers,GET,/v1/customers/quick-search,CustomersController,/cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:327
1,customers,GET,/v1/customers/segments,CustomersController,/cbs-frontend/src/features/customers/api/customerApi.ts:639
1,customers,GET,/v1/customers/selector,CustomersController,/cbs-frontend/src/features/fees/components/FeePreviewCalculator.tsx:41
1,customers,GET,/v1/customers/{},CustomersController,/cbs-frontend/src/features/customers/api/customerApi.ts:552; /cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:310; /cbs-frontend/src/features/accounts/api/accountOpeningApi.ts:330
1,customers,GET,/v1/customers/{}/identifications,CustomersController,/cbs-frontend/src/features/customers/api/customerApi.ts:572
1,customers,GET,/v1/customers/{}/mini-profile,CustomersController,/cbs-frontend/src/features/contactcenter/api/contactCenterApi.ts:38
1,customers,POST,/v1/customers,CustomersController,/cbs-frontend/src/features/customers/api/customerApi.ts:590
1,customers,POST,/v1/customers/verify-bvn,CustomersController,/cbs-frontend/src/features/customers/api/customerApi.ts:602
1,loans,GET,/v1/loans/applications/customer/{},LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:278
1,loans,GET,/v1/loans/applications/{},LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:274
1,loans,GET,/v1/loans/customer/{},LoansController,/cbs-frontend/src/features/customers/api/customerApi.ts:560; /cbs-frontend/src/features/lending/api/loanApi.ts:308
1,loans,GET,/v1/loans/number/{},LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:305
1,loans,GET,/v1/loans/products,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:261
1,loans,GET,/v1/loans/products/islamic,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:265
1,loans,GET,/v1/loans/{},LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:302; /cbs-frontend/src/features/lending/api/loanApi.ts:313
1,loans,POST,/v1/loans/applications,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:270
1,loans,POST,/v1/loans/applications/{}/approve,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:285
1,loans,POST,/v1/loans/applications/{}/credit-check,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:282
1,loans,POST,/v1/loans/applications/{}/decline,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:291
1,loans,POST,/v1/loans/applications/{}/disburse,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:297
1,loans,POST,/v1/loans/{}/repayment,LoansController,/cbs-frontend/src/features/lending/api/loanApi.ts:318
1,payments,DELETE,/v1/payments/mobile-money/{},PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:71
1,payments,GET,/v1/payments,PaymentsController,/cbs-frontend/src/features/dashboard/hooks/useDashboardData.ts:34
1,payments,GET,/v1/payments/account/{},PaymentsController,/cbs-frontend/src/features/payments/api/paymentApi.ts:197
1,payments,GET,/v1/payments/banks,PaymentsController,/cbs-frontend/src/features/payments/hooks/useTransfer.ts:30
1,payments,GET,/v1/payments/beneficiaries,PaymentsController,/cbs-frontend/src/features/payments/api/paymentApi.ts:151
1,payments,GET,/v1/payments/bulk/{},PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:62
1,payments,GET,/v1/payments/bulk/{}/status,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:72
1,payments,GET,/v1/payments/check-duplicate,PaymentsController,/cbs-frontend/src/features/payments/hooks/useTransfer.ts:66
1,payments,GET,/v1/payments/fee-preview,PaymentsController,/cbs-frontend/src/features/payments/hooks/useTransfer.ts:52
1,payments,GET,/v1/payments/fx-rate/{}/{},PaymentsController,/cbs-frontend/src/features/payments/api/paymentApi.ts:202
1,payments,GET,/v1/payments/international/charges,PaymentsController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:76
1,payments,GET,/v1/payments/international/purposes,PaymentsController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:88
1,payments,GET,/v1/payments/international/{},PaymentsController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:82
1,payments,GET,/v1/payments/mobile-money/linked,PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:65
1,payments,GET,/v1/payments/mobile-money/transactions,PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:77
1,payments,GET,/v1/payments/payroll/{},PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:79
1,payments,GET,/v1/payments/qr/transactions,PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:62
1,payments,GET,/v1/payments/recent,PaymentsController,/cbs-frontend/src/features/payments/hooks/useTransfer.ts:38
1,payments,GET,/v1/payments/{},PaymentsController,/cbs-frontend/src/features/payments/api/paymentApi.ts:194
1,payments,POST,/v1/payments/bulk/{}/approve,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:68
1,payments,POST,/v1/payments/bulk/{}/reject,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:70
1,payments,POST,/v1/payments/bulk/{}/retry,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:74
1,payments,POST,/v1/payments/bulk/{}/submit,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:66
1,payments,POST,/v1/payments/bulk/{}/validate,PaymentsController,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts:64
1,payments,POST,/v1/payments/international,PaymentsController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:80
1,payments,POST,/v1/payments/international/compliance-check,PaymentsController,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts:78
1,payments,POST,/v1/payments/mobile-money/link,PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:68
1,payments,POST,/v1/payments/mobile-money/verify-otp,PaymentsController,/cbs-frontend/src/features/payments/api/qrApi.ts:74
1,payments,POST,/v1/payments/name-enquiry,PaymentsController,/cbs-frontend/src/features/payments/hooks/useTransfer.ts:45
