method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages
GET,/v1/admin/providers/costs,/cbs-frontend/src/features/admin/api/providerApi.ts,124,providerApi,CostRecord[],,/cbs-frontend/src/features/admin/pages/ProviderDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ServiceProviderPage.tsx
GET,/v1/products,/cbs-frontend/src/features/admin/api/productApi.ts,99,getProducts,BankingProduct[],,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
GET,/v1/products/{},/cbs-frontend/src/features/admin/api/productApi.ts,103,getProductById,BankingProduct,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
POST,/v1/products,/cbs-frontend/src/features/admin/api/productApi.ts,107,createProduct,BankingProduct,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
POST,/v1/products/{},/cbs-frontend/src/features/admin/api/productApi.ts,111,updateProduct,BankingProduct,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
POST,/v1/products/{}/publish,/cbs-frontend/src/features/admin/api/productApi.ts,115,publishProduct,BankingProduct,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
POST,/v1/products/{}/retire,/cbs-frontend/src/features/admin/api/productApi.ts,119,retireProduct,BankingProduct,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
GET,/v1/products/bundles,/cbs-frontend/src/features/admin/api/productApi.ts,123,getBundles,ProductBundle[],,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
POST,/v1/products/bundles,/cbs-frontend/src/features/admin/api/productApi.ts,127,createBundle,ProductBundle,,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
GET,/v1/products/{}/versions,/cbs-frontend/src/features/admin/api/productApi.ts,131,getProductVersions,ProductVersion[],,/cbs-frontend/src/features/admin/pages/ProductCreatePage.tsx; /cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx; /cbs-frontend/src/features/admin/pages/ProductFactoryPage.tsx
GET,/v1/admin/users,/cbs-frontend/src/features/admin/api/userAdminApi.ts,97,userAdminApi,CbsUser[],,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/users/{},/cbs-frontend/src/features/admin/api/userAdminApi.ts,99,userAdminApi,CbsUser,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users,/cbs-frontend/src/features/admin/api/userAdminApi.ts,101,userAdminApi,CbsUser,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
PUT,/v1/admin/users/{},/cbs-frontend/src/features/admin/api/userAdminApi.ts,103,userAdminApi,CbsUser,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users/{}/disable,/cbs-frontend/src/features/admin/api/userAdminApi.ts,105,userAdminApi,void,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users/{}/enable,/cbs-frontend/src/features/admin/api/userAdminApi.ts,107,userAdminApi,void,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users/{}/reset-password,/cbs-frontend/src/features/admin/api/userAdminApi.ts,109,userAdminApi,{ temporaryPassword: string },,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users/{}/force-logout,/cbs-frontend/src/features/admin/api/userAdminApi.ts,111,userAdminApi,void,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/users/{}/unlock,/cbs-frontend/src/features/admin/api/userAdminApi.ts,113,userAdminApi,void,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/roles,/cbs-frontend/src/features/admin/api/userAdminApi.ts,115,userAdminApi,Role[],,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/roles/{},/cbs-frontend/src/features/admin/api/userAdminApi.ts,117,userAdminApi,Role,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
POST,/v1/admin/roles,/cbs-frontend/src/features/admin/api/userAdminApi.ts,119,userAdminApi,Role,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
PUT,/v1/admin/roles/{}/permissions,/cbs-frontend/src/features/admin/api/userAdminApi.ts,121,userAdminApi,Role,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/permissions,/cbs-frontend/src/features/admin/api/userAdminApi.ts,123,userAdminApi,Permission[],,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/sessions,/cbs-frontend/src/features/admin/api/userAdminApi.ts,125,userAdminApi,ActiveSession[],,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
DELETE,/v1/admin/sessions/{},/cbs-frontend/src/features/admin/api/userAdminApi.ts,127,userAdminApi,void,,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/admin/login-history,/cbs-frontend/src/features/admin/api/userAdminApi.ts,129,userAdminApi,LoginEvent[],,/cbs-frontend/src/features/admin/pages/UserAdminPage.tsx
GET,/v1/products/{}/accounts,/cbs-frontend/src/features/admin/pages/ProductDetailPage.tsx,156,AccountsTab,ProductAccount[],"['product-accounts', product.id],",
GET,/v1/cases,/cbs-frontend/src/features/cases/api/caseApi.ts,66,caseApi,CustomerCase[],,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/{},/cbs-frontend/src/features/cases/api/caseApi.ts,68,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases,/cbs-frontend/src/features/cases/api/caseApi.ts,70,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
PUT,/v1/cases/{},/cbs-frontend/src/features/cases/api/caseApi.ts,72,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases/{}/assign,/cbs-frontend/src/features/cases/api/caseApi.ts,74,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases/{}/escalate,/cbs-frontend/src/features/cases/api/caseApi.ts,76,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases/{}/resolve,/cbs-frontend/src/features/cases/api/caseApi.ts,78,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases/{}/close,/cbs-frontend/src/features/cases/api/caseApi.ts,80,caseApi,CustomerCase,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
POST,/v1/cases/{}/notes,/cbs-frontend/src/features/cases/api/caseApi.ts,82,caseApi,CaseActivity,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/stats,/cbs-frontend/src/features/cases/api/caseApi.ts,86,caseApi,CaseStats,,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/my,/cbs-frontend/src/features/cases/api/caseApi.ts,88,caseApi,CustomerCase[],,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/unassigned,/cbs-frontend/src/features/cases/api/caseApi.ts,90,caseApi,CustomerCase[],,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/customer/{},/cbs-frontend/src/features/cases/api/caseApi.ts,92,caseApi,CustomerCase[],,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/cases/sla-breached,/cbs-frontend/src/features/cases/api/caseApi.ts,94,caseApi,CustomerCase[],,/cbs-frontend/src/features/cases/pages/CaseDetailPage.tsx; /cbs-frontend/src/features/cases/pages/CaseListPage.tsx; /cbs-frontend/src/features/cases/pages/NewCasePage.tsx
GET,/v1/agreements/customer/{},/cbs-frontend/src/features/agreements/api/agreementApi.ts,50,agreementApi,Agreement[],,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
GET,/v1/agreements,/cbs-frontend/src/features/agreements/api/agreementApi.ts,52,agreementApi,Agreement[],,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
GET,/v1/agreements/{},/cbs-frontend/src/features/agreements/api/agreementApi.ts,54,agreementApi,Agreement,,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
POST,/v1/agreements,/cbs-frontend/src/features/agreements/api/agreementApi.ts,56,agreementApi,Agreement,,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
POST,/v1/agreements/{}/sign,/cbs-frontend/src/features/agreements/api/agreementApi.ts,58,agreementApi,Agreement,,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
POST,/v1/agreements/{}/terminate,/cbs-frontend/src/features/agreements/api/agreementApi.ts,60,agreementApi,Agreement,,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
PUT,/v1/agreements/{},/cbs-frontend/src/features/agreements/api/agreementApi.ts,62,agreementApi,Agreement,,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
GET,/v1/agreement-templates,/cbs-frontend/src/features/agreements/api/agreementApi.ts,64,agreementApi,AgreementTemplate[],,/cbs-frontend/src/features/agreements/pages/AgreementDetailPage.tsx; /cbs-frontend/src/features/agreements/pages/AgreementListPage.tsx
GET,/v1/merchants/active,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,90,acquiringApi,Merchant[],,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/merchants/high-risk,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,93,acquiringApi,Merchant[],,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/merchants,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,102,acquiringApi,Merchant,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/merchants/{}/activate,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,105,acquiringApi,Merchant,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/merchants/{}/suspend,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,108,acquiringApi,Merchant,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/acquiring/facilities/merchant/{},/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,112,acquiringApi,AcquiringFacility[],,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/acquiring/facilities,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,119,acquiringApi,AcquiringFacility,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
PUT,/v1/acquiring/facilities/{}/activate,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,122,acquiringApi,AcquiringFacility,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/acquiring/settlements/merchant/{},/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,126,acquiringApi,MerchantSettlement[],,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/acquiring/settlements/process,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,129,acquiringApi,MerchantSettlement,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/acquiring/chargebacks,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,133,acquiringApi,Chargeback[],,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/acquiring/chargebacks,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,140,acquiringApi,Chargeback,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
POST,/v1/acquiring/chargebacks/{}/representment,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,143,acquiringApi,Chargeback,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/acquiring/compliance/pci,/cbs-frontend/src/features/acquiring/api/acquiringApi.ts,147,acquiringApi,PciComplianceReport,,/cbs-frontend/src/features/acquiring/pages/MerchantAcquiringPage.tsx
GET,/v1/alm/gap-report/{},/cbs-frontend/src/features/alm/api/almApi.ts,73,almApi,AlmGapReport,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
POST,/v1/alm/gap-report,/cbs-frontend/src/features/alm/api/almApi.ts,79,almApi,AlmGapReport,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
POST,/v1/alm/gap-report/{}/approve,/cbs-frontend/src/features/alm/api/almApi.ts,82,almApi,AlmGapReport,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
GET,/v1/alm/duration/{},/cbs-frontend/src/features/alm/api/almApi.ts,86,almApi,DurationMetrics,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
GET,/v1/alm/scenarios,/cbs-frontend/src/features/alm/api/almApi.ts,90,almApi,AlmScenario[],,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
GET,/v1/alm/scenarios/regulatory,/cbs-frontend/src/features/alm/api/almApi.ts,93,almApi,AlmScenario[],,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
POST,/v1/alm/scenarios,/cbs-frontend/src/features/alm/api/almApi.ts,100,almApi,AlmScenario,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
GET,/v1/alm-full/{}/{},/cbs-frontend/src/features/alm/api/almApi.ts,104,almApi,AlmPosition,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
POST,/v1/alm-full,/cbs-frontend/src/features/alm/api/almApi.ts,107,almApi,AlmPosition,,/cbs-frontend/src/features/alm/pages/AlmDashboardPage.tsx
GET,/v1/compliance/returns/stats,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,43,regulatoryApi,ReturnStats,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
GET,/v1/compliance/returns/calendar,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,44,regulatoryApi,CalendarDay[],,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
GET,/v1/compliance/returns,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,45,regulatoryApi,RegulatoryReturn[],,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
GET,/v1/compliance/returns/{},/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,46,regulatoryApi,RegulatoryReturn,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
POST,/v1/compliance/returns/{}/extract,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,47,regulatoryApi,RegulatoryReturn,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
POST,/v1/compliance/returns/{}/validate,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,48,regulatoryApi,ValidationRule[],,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
POST,/v1/compliance/returns/{}/submit-review,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,49,regulatoryApi,RegulatoryReturn,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
POST,/v1/compliance/returns/{}/approve,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,50,regulatoryApi,RegulatoryReturn,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
POST,/v1/compliance/returns/{}/submit,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,51,regulatoryApi,RegulatoryReturn,,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
GET,/v1/compliance/returns/{}/validations,/cbs-frontend/src/features/compliance/api/regulatoryApi.ts,52,regulatoryApi,ValidationRule[],,/cbs-frontend/src/features/compliance/pages/RegulatoryReturnsPage.tsx; /cbs-frontend/src/features/compliance/pages/ReturnDetailPage.tsx
GET,/v1/compliance-reports/regulator/{},/cbs-frontend/src/features/compliance/api/complianceReportApi.ts,61,complianceReportApi,ComplianceReportPage,,/cbs-frontend/src/features/compliance/pages/ComplianceReportsPage.tsx
GET,/v1/compliance-reports/overdue,/cbs-frontend/src/features/compliance/api/complianceReportApi.ts,64,complianceReportApi,ComplianceReport[],,/cbs-frontend/src/features/compliance/pages/ComplianceReportsPage.tsx
POST,/v1/compliance-reports,/cbs-frontend/src/features/compliance/api/complianceReportApi.ts,67,complianceReportApi,ComplianceReport,,/cbs-frontend/src/features/compliance/pages/ComplianceReportsPage.tsx
POST,/v1/compliance-reports/{}/review,/cbs-frontend/src/features/compliance/api/complianceReportApi.ts,70,complianceReportApi,ComplianceReport,,/cbs-frontend/src/features/compliance/pages/ComplianceReportsPage.tsx
POST,/v1/compliance-reports/{}/submit,/cbs-frontend/src/features/compliance/api/complianceReportApi.ts,73,complianceReportApi,ComplianceReport,,/cbs-frontend/src/features/compliance/pages/ComplianceReportsPage.tsx
GET,/v1/compliance/stats,/cbs-frontend/src/features/compliance/api/complianceApi.ts,63,complianceApi,ComplianceStats,,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/compliance/assessments,/cbs-frontend/src/features/compliance/api/complianceApi.ts,64,complianceApi,Assessment[],,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/compliance/assessments/{},/cbs-frontend/src/features/compliance/api/complianceApi.ts,65,complianceApi,Assessment,,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/compliance/gaps,/cbs-frontend/src/features/compliance/api/complianceApi.ts,66,complianceApi,ComplianceGap[],,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
POST,/v1/compliance/gaps/{}/status,/cbs-frontend/src/features/compliance/api/complianceApi.ts,67,complianceApi,ComplianceGap,,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/compliance/policies,/cbs-frontend/src/features/compliance/api/complianceApi.ts,68,complianceApi,PolicyDocument[],,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/compliance/audit-findings,/cbs-frontend/src/features/compliance/api/complianceApi.ts,69,complianceApi,AuditFinding[],,/cbs-frontend/src/features/compliance/pages/ComplianceDashboardPage.tsx
GET,/v1/audit/search,/cbs-frontend/src/features/compliance/api/auditApi.ts,64,auditApi,AuditEntry[],,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/summary,/cbs-frontend/src/features/compliance/api/auditApi.ts,65,auditApi,AuditSummary,,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/{},/cbs-frontend/src/features/compliance/api/auditApi.ts,66,auditApi,AuditEntry,,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/related,/cbs-frontend/src/features/compliance/api/auditApi.ts,68,auditApi,AuditEntry[],,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/user-activity,/cbs-frontend/src/features/compliance/api/auditApi.ts,70,auditApi,AuditEntry[],,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/user-heatmap,/cbs-frontend/src/features/compliance/api/auditApi.ts,72,auditApi,UserActivityDay[],,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/sessions/{},/cbs-frontend/src/features/compliance/api/auditApi.ts,74,auditApi,SessionInfo,,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/audit/sessions/{}/actions,/cbs-frontend/src/features/compliance/api/auditApi.ts,76,auditApi,AuditEntry[],,/cbs-frontend/src/features/compliance/pages/AuditTrailPage.tsx
GET,/v1/gl/reconciliation/break-details,/cbs-frontend/src/features/operations/components/gl/SubLedgerReconciliation.tsx,21,BreakDrillDownModal,BreakDetail[],"['gl-reconciliation-break', row.module, date],",/cbs-frontend/src/features/operations/pages/GeneralLedgerPage.tsx
GET,/v1/approvals/approvers,/cbs-frontend/src/features/operations/components/approvals/DelegationForm.tsx,56,DelegationForm,Approver[],"['approvers-list'],",/cbs-frontend/src/features/operations/pages/ApprovalWorkbenchPage.tsx
GET,/v1/workflow/tasks,/cbs-frontend/src/features/operations/api/workflowApi.ts,63,workflowApi,WorkflowTaskPage,,/cbs-frontend/src/features/operations/pages/ApprovalQueuePage.tsx; /cbs-frontend/src/features/operations/pages/OperationsHomePage.tsx
GET,/v1/workflow/tasks/{},/cbs-frontend/src/features/operations/api/workflowApi.ts,68,workflowApi,WorkflowTask,,/cbs-frontend/src/features/operations/pages/ApprovalQueuePage.tsx; /cbs-frontend/src/features/operations/pages/OperationsHomePage.tsx
POST,/v1/workflow/tasks/{}/complete,/cbs-frontend/src/features/operations/api/workflowApi.ts,71,workflowApi,WorkflowTask,,/cbs-frontend/src/features/operations/pages/ApprovalQueuePage.tsx; /cbs-frontend/src/features/operations/pages/OperationsHomePage.tsx
GET,/v1/eod/status,/cbs-frontend/src/features/operations/api/eodApi.ts,67,eodApi,EodRun,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
POST,/v1/eod/trigger,/cbs-frontend/src/features/operations/api/eodApi.ts,71,eodApi,EodRun,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/eod/runs/{}/steps,/cbs-frontend/src/features/operations/api/eodApi.ts,75,eodApi,EodStep[],,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/eod/runs/{}/logs,/cbs-frontend/src/features/operations/api/eodApi.ts,79,eodApi,{ entries: EodLogEntry[]; nextCursor?: string },,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
POST,/v1/eod/runs/{}/steps/{}/retry,/cbs-frontend/src/features/operations/api/eodApi.ts,83,eodApi,void,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
POST,/v1/eod/runs/{}/steps/{}/skip,/cbs-frontend/src/features/operations/api/eodApi.ts,87,eodApi,void,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
POST,/v1/eod/runs/{}/rollback,/cbs-frontend/src/features/operations/api/eodApi.ts,91,eodApi,void,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/eod/history,/cbs-frontend/src/features/operations/api/eodApi.ts,95,eodApi,EodHistoryRow[],,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/eod/duration-trend,/cbs-frontend/src/features/operations/api/eodApi.ts,99,eodApi,EodDurationPoint[],,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/eod/schedule,/cbs-frontend/src/features/operations/api/eodApi.ts,103,eodApi,EodScheduleConfig,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
PUT,/v1/eod/schedule,/cbs-frontend/src/features/operations/api/eodApi.ts,107,eodApi,EodScheduleConfig,,/cbs-frontend/src/features/operations/pages/EodConsolePage.tsx
GET,/v1/documents,/cbs-frontend/src/features/operations/api/documentApi.ts,86,getDocuments,DocumentFile[],,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
GET,/v1/documents/{},/cbs-frontend/src/features/operations/api/documentApi.ts,90,getDocumentById,DocumentFile,,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
POST,/v1/documents/upload,/cbs-frontend/src/features/operations/api/documentApi.ts,102,formData,DocumentFile,,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
POST,/v1/documents/{}/delete,/cbs-frontend/src/features/operations/api/documentApi.ts,106,deleteDocument,void,,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
POST,/v1/documents/{}/tags,/cbs-frontend/src/features/operations/api/documentApi.ts,110,updateDocumentTags,DocumentFile,,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
POST,/v1/documents/{}/link,/cbs-frontend/src/features/operations/api/documentApi.ts,118,linkToEntity,DocumentFile,,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
GET,/v1/documents/ocr-queue,/cbs-frontend/src/features/operations/api/documentApi.ts,122,getOcrQueue,OcrQueueItem[],,/cbs-frontend/src/features/operations/pages/DocumentManagementPage.tsx
