method,url,caller_file,caller_line,enclosing_function,response_type,query_key,used_by_pages
GET,/v1/customers/{},/cbs-frontend/src/features/customers/api/customerApi.ts,552,response,BackendCustomerDetail,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/accounts/customer/{},/cbs-frontend/src/features/customers/api/customerApi.ts,556,response,BackendAccountResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/loans/customer/{},/cbs-frontend/src/features/customers/api/customerApi.ts,560,response,BackendLoanResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/cards/customer/{},/cbs-frontend/src/features/customers/api/customerApi.ts,564,response,BackendCardResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/cases/customer/{},/cbs-frontend/src/features/customers/api/customerApi.ts,568,response,BackendCaseResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/customers/{}/identifications,/cbs-frontend/src/features/customers/api/customerApi.ts,572,response,CustomerIdentification[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/notifications/customer/{},/cbs-frontend/src/features/customers/api/customerApi.ts,581,response,BackendNotificationResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
POST,/v1/customers,/cbs-frontend/src/features/customers/api/customerApi.ts,590,response,BackendCustomerDetail,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
POST,/v1/customers/verify-bvn,/cbs-frontend/src/features/customers/api/customerApi.ts,602,response,BvnVerifyResult,,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/customers/segments,/cbs-frontend/src/features/customers/api/customerApi.ts,639,response,BackendSegmentResponse[],,/cbs-frontend/src/app/router.tsx; /cbs-frontend/src/features/customers/pages/Customer360Page.tsx; /cbs-frontend/src/features/customers/pages/CustomerListPage.tsx; /cbs-frontend/src/features/customers/pages/KycDashboardPage.tsx; /cbs-frontend/src/features/customers/pages/OnboardingWizardPage.tsx; /cbs-frontend/src/features/customers/pages/SegmentationPage.tsx
GET,/v1/reconciliation/nostro-accounts,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,56,getNostroAccounts,NostroAccount[],,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
GET,/v1/reconciliation/sessions,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,63,getReconciliationSession,ReconciliationSession,,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
POST,/v1/reconciliation/upload-statement,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,70,formData,{ entriesCount: number; dateRange: { from: string; to: string }; totalAmount: number },,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
POST,/v1/reconciliation/sessions/{}/auto-match,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,74,runAutoMatch,ReconciliationSession,,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
POST,/v1/reconciliation/sessions/{}/manual-match,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,82,createManualMatch,{ matched: MatchPair[] },,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
POST,/v1/reconciliation/sessions/{}/write-off,/cbs-frontend/src/features/reconciliation/api/reconciliationApi.ts,90,writeOffEntry,{ success: boolean },,/cbs-frontend/src/features/reconciliation/pages/ReconciliationWorkbenchPage.tsx
GET,/v1/payments/banks,/cbs-frontend/src/features/payments/hooks/useTransfer.ts,30,useBanks,BankOption[],"['payments', 'accounts'],",/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/recent,/cbs-frontend/src/features/payments/hooks/useTransfer.ts,38,useRecentTransfers,RecentTransfer[],"['payments', 'banks'],",/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
POST,/v1/payments/name-enquiry,/cbs-frontend/src/features/payments/hooks/useTransfer.ts,45,useNameEnquiry,NameEnquiryResult,"['payments', 'recent'],",/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/fee-preview,/cbs-frontend/src/features/payments/hooks/useTransfer.ts,52,useFeePreview,FeePreview,"['payments', 'fee-preview', amount, transferType, currency],",/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/check-duplicate,/cbs-frontend/src/features/payments/hooks/useTransfer.ts,66,useDuplicateCheck,DuplicateCheckResult,,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/cheques/books,/cbs-frontend/src/features/payments/api/chequeApi.ts,94,chequeApi,ChequeBook[],,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
GET,/v1/cheques/books/{},/cbs-frontend/src/features/payments/api/chequeApi.ts,97,chequeApi,ChequeBook,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
POST,/v1/cheques/books,/cbs-frontend/src/features/payments/api/chequeApi.ts,105,chequeApi,ChequeBook,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
GET,/v1/cheques/clearing,/cbs-frontend/src/features/payments/api/chequeApi.ts,108,chequeApi,ClearingCheque[],,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
POST,/v1/cheques/clearing/{}/clear,/cbs-frontend/src/features/payments/api/chequeApi.ts,111,chequeApi,void,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
POST,/v1/cheques/clearing/{}/return,/cbs-frontend/src/features/payments/api/chequeApi.ts,114,chequeApi,void,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
POST,/v1/cheques/clearing/{}/hold,/cbs-frontend/src/features/payments/api/chequeApi.ts,117,chequeApi,void,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
GET,/v1/cheques/stop-payments,/cbs-frontend/src/features/payments/api/chequeApi.ts,120,chequeApi,StopPayment[],,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
POST,/v1/cheques/stop-payments,/cbs-frontend/src/features/payments/api/chequeApi.ts,123,chequeApi,StopPayment,,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
GET,/v1/cheques/returns,/cbs-frontend/src/features/payments/api/chequeApi.ts,126,chequeApi,ReturnedCheque[],,/cbs-frontend/src/features/payments/pages/ChequeManagementPage.tsx
GET,/v1/payments/bulk/{},/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,62,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
POST,/v1/payments/bulk/{}/validate,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,64,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
POST,/v1/payments/bulk/{}/submit,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,66,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
POST,/v1/payments/bulk/{}/approve,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,68,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
POST,/v1/payments/bulk/{}/reject,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,70,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
GET,/v1/payments/bulk/{}/status,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,72,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
POST,/v1/payments/bulk/{}/retry,/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,74,bulkPaymentApi,BulkPaymentBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
GET,/v1/payments/payroll/{},/cbs-frontend/src/features/payments/api/bulkPaymentApi.ts,79,bulkPaymentApi,PayrollBatch,,/cbs-frontend/src/features/payments/pages/BulkPaymentPage.tsx
GET,/v1/ach/outbound,/cbs-frontend/src/features/payments/api/achApi.ts,77,achApi,AchBatch[],,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/outbound/{},/cbs-frontend/src/features/payments/api/achApi.ts,80,achApi,AchBatch,,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
POST,/v1/ach/outbound,/cbs-frontend/src/features/payments/api/achApi.ts,83,achApi,{ data: AchBatch },,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/inbound,/cbs-frontend/src/features/payments/api/achApi.ts,90,achApi,AchBatch[],,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/inbound/{},/cbs-frontend/src/features/payments/api/achApi.ts,93,achApi,AchBatch,,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
POST,/v1/ach/inbound/{}/items/{}/post,/cbs-frontend/src/features/payments/api/achApi.ts,96,achApi,AchItem,,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
POST,/v1/ach/inbound/{}/items/{}/return,/cbs-frontend/src/features/payments/api/achApi.ts,99,achApi,AchItem,,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/returns,/cbs-frontend/src/features/payments/api/achApi.ts,102,achApi,AchReturn[],,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/settlement,/cbs-frontend/src/features/payments/api/achApi.ts,105,achApi,SettlementSummary[],,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/ach/outbound/{}/nacha,/cbs-frontend/src/features/payments/api/achApi.ts,108,response,,,/cbs-frontend/src/features/payments/pages/AchOperationsPage.tsx
GET,/v1/fx/rate,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,74,internationalPaymentApi,FxRate,,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
GET,/v1/payments/international/charges,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,76,internationalPaymentApi,InternationalCharges,,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
POST,/v1/payments/international/compliance-check,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,78,internationalPaymentApi,ComplianceCheck[],,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
POST,/v1/payments/international,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,80,internationalPaymentApi,InternationalTransferResponse,,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
GET,/v1/payments/international/{},/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,82,internationalPaymentApi,InternationalTransferResponse,,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
GET,/v1/banks/swift,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,86,internationalPaymentApi,{ bic: string; bankName: string; country: string; city: string }[],,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
GET,/v1/payments/international/purposes,/cbs-frontend/src/features/payments/api/internationalPaymentApi.ts,88,internationalPaymentApi,{ code: string; label: string }[],,/cbs-frontend/src/features/payments/pages/InternationalTransferPage.tsx
GET,/v1/standing-orders,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,57,standingOrderApi,StandingOrder[],,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
GET,/v1/standing-orders/{},/cbs-frontend/src/features/payments/api/standingOrderApi.ts,59,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/standing-orders,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,61,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
PUT,/v1/standing-orders/{},/cbs-frontend/src/features/payments/api/standingOrderApi.ts,63,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/standing-orders/{}/pause,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,65,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/standing-orders/{}/resume,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,67,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/standing-orders/{}/cancel,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,69,standingOrderApi,StandingOrder,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
GET,/v1/standing-orders/{}/executions,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,71,standingOrderApi,StandingOrderExecution[],,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
GET,/v1/direct-debits,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,73,standingOrderApi,DirectDebitMandate[],,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/direct-debits,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,75,standingOrderApi,DirectDebitMandate,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/direct-debits/{}/revoke,/cbs-frontend/src/features/payments/api/standingOrderApi.ts,77,standingOrderApi,DirectDebitMandate,,/cbs-frontend/src/features/payments/pages/StandingOrderDetailPage.tsx; /cbs-frontend/src/features/payments/pages/StandingOrderListPage.tsx
POST,/v1/payments/qr/generate,/cbs-frontend/src/features/payments/api/qrApi.ts,59,qrApi,{ qrId: string; qrData: string; expiresAt: string; qrImageUrl?: string },,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
GET,/v1/payments/qr/transactions,/cbs-frontend/src/features/payments/api/qrApi.ts,62,qrApi,QrTransaction[],,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
GET,/v1/payments/mobile-money/linked,/cbs-frontend/src/features/payments/api/qrApi.ts,65,qrApi,LinkedMobileAccount[],,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
POST,/v1/payments/mobile-money/link,/cbs-frontend/src/features/payments/api/qrApi.ts,68,qrApi,{ id: string; message: string },,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
DELETE,/v1/payments/mobile-money/{},/cbs-frontend/src/features/payments/api/qrApi.ts,71,qrApi,void,,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
POST,/v1/payments/mobile-money/verify-otp,/cbs-frontend/src/features/payments/api/qrApi.ts,74,qrApi,{ verified: boolean; message: string },,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
GET,/v1/payments/mobile-money/transactions,/cbs-frontend/src/features/payments/api/qrApi.ts,77,qrApi,MobileTransaction[],,/cbs-frontend/src/features/payments/pages/MobileMoneyPage.tsx; /cbs-frontend/src/features/payments/pages/QrPaymentPage.tsx
GET,/v1/accounts,/cbs-frontend/src/features/payments/api/paymentApi.ts,148,paymentApi,Account[],,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/beneficiaries,/cbs-frontend/src/features/payments/api/paymentApi.ts,151,paymentApi,Beneficiary[],,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/{},/cbs-frontend/src/features/payments/api/paymentApi.ts,194,paymentApi,BackendPaymentInstruction,,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/account/{},/cbs-frontend/src/features/payments/api/paymentApi.ts,197,paymentApi,BackendPaymentInstruction[],,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/payments/fx-rate/{}/{},/cbs-frontend/src/features/payments/api/paymentApi.ts,202,paymentApi,FxRate,,/cbs-frontend/src/features/payments/pages/NewTransferPage.tsx
GET,/v1/bills/categories,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,76,billPaymentApi,BillerCategory[],,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
GET,/v1/bills/categories/{}/billers,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,78,billPaymentApi,Biller[],,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
POST,/v1/bills/validate,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,80,billPaymentApi,BillValidationResult,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
POST,/v1/bills/pay,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,82,billPaymentApi,BillPaymentResponse,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
GET,/v1/bills/favorites,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,84,billPaymentApi,BillFavorite[],,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
POST,/v1/bills/favorites,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,86,billPaymentApi,BillFavorite,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
POST,/v1/bills/favorites/{}/remove,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,88,billPaymentApi,void,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
GET,/v1/admin/billers,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,91,billPaymentApi,Biller[],,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
POST,/v1/admin/billers,/cbs-frontend/src/features/payments/api/billPaymentApi.ts,93,billPaymentApi,Biller,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
PUT,/v1/admin/billers/{},/cbs-frontend/src/features/payments/api/billPaymentApi.ts,95,billPaymentApi,Biller,,/cbs-frontend/src/features/payments/pages/BillPaymentPage.tsx
GET,/v1/wealth-management,/cbs-frontend/src/features/wealth/api/wealthApi.ts,29,wealthApi,WealthPlan[],,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
GET,/v1/wealth-management/{},/cbs-frontend/src/features/wealth/api/wealthApi.ts,30,wealthApi,WealthPlan,,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
POST,/v1/wealth-management/{}/activate,/cbs-frontend/src/features/wealth/api/wealthApi.ts,31,wealthApi,WealthPlan,,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
GET,/v1/trusts,/cbs-frontend/src/features/wealth/api/wealthApi.ts,33,wealthApi,TrustAccount[],,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
GET,/v1/trusts/{},/cbs-frontend/src/features/wealth/api/wealthApi.ts,34,wealthApi,TrustAccount,,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
POST,/v1/trusts/{}/distribute,/cbs-frontend/src/features/wealth/api/wealthApi.ts,36,wealthApi,TrustAccount,,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
GET,/v1/wealth-management/advisors,/cbs-frontend/src/features/wealth/api/wealthApi.ts,38,wealthApi,Advisor[],,/cbs-frontend/src/features/wealth/pages/WealthManagementPage.tsx; /cbs-frontend/src/features/wealth/pages/WealthPlanDetailPage.tsx
GET,/v1/portal/accounts,/cbs-frontend/src/features/portal/api/portalApi.ts,56,portalApi,PortalAccount[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/accounts/{}/transactions,/cbs-frontend/src/features/portal/api/portalApi.ts,58,portalApi,PortalTransaction[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/transactions/recent,/cbs-frontend/src/features/portal/api/portalApi.ts,60,portalApi,PortalTransaction[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/beneficiaries,/cbs-frontend/src/features/portal/api/portalApi.ts,65,portalApi,PortalBeneficiary[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
POST,/v1/portal/beneficiaries,/cbs-frontend/src/features/portal/api/portalApi.ts,67,portalApi,PortalBeneficiary,,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
DELETE,/v1/portal/beneficiaries/{},/cbs-frontend/src/features/portal/api/portalApi.ts,69,portalApi,void,,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/cards,/cbs-frontend/src/features/portal/api/portalApi.ts,72,portalApi,PortalCard[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
POST,/v1/portal/cards/{}/controls,/cbs-frontend/src/features/portal/api/portalApi.ts,74,portalApi,PortalCard,,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
POST,/v1/portal/cards/{}/block,/cbs-frontend/src/features/portal/api/portalApi.ts,76,portalApi,void,,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
GET,/v1/portal/service-requests,/cbs-frontend/src/features/portal/api/portalApi.ts,79,portalApi,PortalServiceRequest[],,/cbs-frontend/src/features/portal/pages/PortalAccountsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalBeneficiariesPage.tsx; /cbs-frontend/src/features/portal/pages/PortalCardControlsPage.tsx; /cbs-frontend/src/features/portal/pages/PortalDashboard.tsx; /cbs-frontend/src/features/portal/pages/PortalServiceRequestsPage.tsx
